"workclass","occupation","capital-gain","capital-loss","hours-per-week","native-country","earnings-probability"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,6,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,30,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,35,"United-States","<=50K"
"Private","Craft-repair",0,0,45,"Portugal","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,20,"United-States","<=50K"
"State-gov","Prof-specialty",0,0,20,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",594,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,20,"United-States","<=50K"
"Private","Prof-specialty",0,0,35,"United-States","<=50K"
"Local-gov","Transport-moving",0,0,45,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Sales",15024,0,60,"United-States",">50K"
"Private","Other-service",0,0,35,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,60,"United-States","<=50K"
"Private","Prof-specialty",0,0,25,"United-States","<=50K"
"Private","Craft-repair",0,0,20,"United-States","<=50K"
"Private","Adm-clerical",0,0,36,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"El-Salvador","<=50K"
"Private","Prof-specialty",0,0,35,"United-States","<=50K"
"Private","Prof-specialty",0,0,20,"United-States","<=50K"
"Local-gov","Farming-fishing",0,0,40,"Poland","<=50K"
"Local-gov","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,42,"France","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Protective-serv",0,0,8,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Local-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,1380,42,"United-States","<=50K"
"Private","Prof-specialty",0,0,30,"United-States","<=50K"
"Private","Craft-repair",0,0,45,"United-States","<=50K"
"Private","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Craft-repair",0,0,45,"United-States","<=50K"
"Private","Prof-specialty",0,0,38,"United-States","<=50K"
"Private","Adm-clerical",0,0,20,"United-States","<=50K"
"Private","Prof-specialty",0,0,24,"United-States","<=50K"
"Private","Prof-specialty",0,0,35,"United-States","<=50K"
"Private","Prof-specialty",0,0,50,"United-States",">50K"
"Self-emp-inc","Exec-managerial",15024,0,80,"United-States",">50K"
"Private","Exec-managerial",7688,0,50,"United-States",">50K"
"Local-gov","Handlers-cleaners",0,0,50,"United-States","<=50K"
"Local-gov","Tech-support",0,0,45,"United-States",">50K"
"Private","Machine-op-inspct",0,0,58,"United-States",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Adm-clerical",0,0,9,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,50,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,46,"Puerto-Rico","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,50,"United-States",">50K"
"Private","Prof-specialty",20051,0,48,"United-States",">50K"
"Local-gov","Tech-support",0,0,50,"United-States","<=50K"
"Private","Priv-house-serv",0,0,30,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Self-emp-inc","Farming-fishing",0,0,45,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,50,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,45,"United-States","<=50K"
"Private","Other-service",0,0,8,"United-States","<=50K"
"Local-gov","Protective-serv",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,36,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,50,"United-States","<=50K"
"Self-emp-not-inc","Other-service",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Federal-gov","Craft-repair",0,0,40,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,20,"United-States","<=50K"
"Private","Tech-support",0,0,32,"United-States","<=50K"
"Private","Other-service",0,0,40,"Mexico","<=50K"
"Private","Transport-moving",0,0,55,"United-States","<=50K"
"Private","Sales",0,0,35,"United-States",">50K"
"Private","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,60,"United-States",">50K"
"Private","Handlers-cleaners",0,0,48,"United-States","<=50K"
"Self-emp-inc","Exec-managerial",5013,0,45,"United-States","<=50K"
"Private","Other-service",0,0,40,"Mexico","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,35,"United-States","<=50K"
"Private","Exec-managerial",0,0,42,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,12,"United-States","<=50K"
"Private","Craft-repair",0,1977,40,"United-States",">50K"
"Private","Prof-specialty",0,0,70,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,25,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,0,35,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,45,"United-States","<=50K"
"Private","Prof-specialty",0,0,30,"United-States",">50K"
"Private","Sales",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Tech-support",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,24,"United-States","<=50K"
"Private","Adm-clerical",0,0,60,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,1887,47,"United-States",">50K"
"Self-emp-inc","Prof-specialty",0,0,80,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,48,"United-States",">50K"
"Private","Prof-specialty",7688,0,40,"Canada",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,25,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,1902,50,"United-States",">50K"
"Private","Tech-support",2174,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,45,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,28,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Local-gov","Other-service",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,37,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Local-gov","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,21,"United-States","<=50K"
"Private","Prof-specialty",6849,0,60,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,50,"United-States","<=50K"
"Local-gov","Prof-specialty",1055,0,40,"United-States","<=50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,60,"United-States","<=50K"
"Private","Transport-moving",0,0,45,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,32,"United-States","<=50K"
"Self-emp-inc","Sales",0,0,55,"United-States","<=50K"
"Private","Prof-specialty",15024,0,45,"United-States",">50K"
"Private","Sales",0,0,20,"United-States","<=50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Private","Priv-house-serv",0,0,24,"United-States","<=50K"
"Private","Transport-moving",0,0,55,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"El-Salvador","<=50K"
"Private","Farming-fishing",0,0,60,"United-States","<=50K"
"Private","Sales",0,0,45,"United-States",">50K"
"Self-emp-not-inc","Sales",0,0,64,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Sales",0,0,26,"United-States",">50K"
"Self-emp-not-inc","Other-service",0,0,40,"United-States","<=50K"
"Local-gov","Other-service",0,0,40,"United-States","<=50K"
"Private","Craft-repair",15024,0,60,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Craft-repair",0,0,60,"United-States","<=50K"
"Private","Other-service",0,0,14,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",15024,0,60,"United-States",">50K"
"Self-emp-inc","Transport-moving",0,0,50,"Cuba","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,60,"United-States",">50K"
"Private","Craft-repair",0,0,55,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Sales",5178,0,50,"United-States",">50K"
"Private","Craft-repair",0,0,45,"United-States","<=50K"
"Self-emp-inc","Prof-specialty",0,0,40,"United-States",">50K"
"Local-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,15,"United-States","<=50K"
"Private","Prof-specialty",0,0,50,"United-States","<=50K"
"State-gov","Tech-support",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Private","Exec-managerial",4101,0,50,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"Taiwan",">50K"
"State-gov","Exec-managerial",0,0,45,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,32,"United-States","<=50K"
"State-gov","Adm-clerical",0,0,40,"Philippines","<=50K"
"Private","Prof-specialty",1111,0,15,"United-States","<=50K"
"Private","Craft-repair",0,0,45,"United-States","<=50K"
"Private","Craft-repair",0,0,35,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Handlers-cleaners",0,0,40,"United-States",">50K"
"Private","Sales",0,0,60,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,38,"United-States","<=50K"
"Private","Sales",0,0,25,"United-States","<=50K"
"Private","Prof-specialty",8614,0,40,"United-States",">50K"
"State-gov","Transport-moving",3411,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,1762,40,"South","<=50K"
"Private","Machine-op-inspct",0,1721,40,"United-States","<=50K"
"Federal-gov","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,20,"United-States","<=50K"
"Self-emp-not-inc","Farming-fishing",0,0,10,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Self-emp-inc","Sales",0,0,50,"United-States",">50K"
"Private","Sales",2597,0,40,"United-States","<=50K"
"Private","Other-service",0,0,16,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"Mexico","<=50K"
"Private","Craft-repair",0,0,45,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,50,"United-States","<=50K"
"Local-gov","Protective-serv",0,0,48,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"Portugal",">50K"
"Self-emp-not-inc","Craft-repair",0,0,40,"United-States",">50K"
"Local-gov","Exec-managerial",0,0,40,"United-States","<=50K"
"State-gov","Adm-clerical",0,0,5,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,4,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,55,"United-States","<=50K"
"Private","Exec-managerial",0,0,35,"Dominican-Republic","<=50K"
"Private","Other-service",0,0,30,"United-States","<=50K"
"Local-gov","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,45,"United-States","<=50K"
"Private","Prof-specialty",0,0,50,"United-States","<=50K"
"Private","Prof-specialty",0,0,20,"United-States","<=50K"
"State-gov","Tech-support",0,0,20,"United-States","<=50K"
"Private","Prof-specialty",0,0,45,"United-States","<=50K"
"Private","Prof-specialty",0,0,60,"United-States",">50K"
"Private","Tech-support",0,1902,40,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"Poland","<=50K"
"Private","Sales",0,0,20,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,50,"United-States","<=50K"
"Private","Sales",0,1380,40,"Cuba","<=50K"
"Private","Handlers-cleaners",0,0,30,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",25236,0,65,"United-States",">50K"
"Private","Exec-managerial",0,0,50,"United-States",">50K"
"Private","Other-service",0,0,40,"Jamaica","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,35,"United-States","<=50K"
"Private","Other-service",0,0,25,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Tech-support",4386,0,40,"United-States","<=50K"
"Local-gov","Adm-clerical",0,0,35,"Honduras","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"State-gov","Tech-support",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,15,"United-States","<=50K"
"Private","Exec-managerial",0,0,45,"United-States",">50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,2051,60,"United-States","<=50K"
"Private","Prof-specialty",4650,0,40,"United-States","<=50K"
"Local-gov","Exec-managerial",0,0,42,"United-States",">50K"
"Private","Exec-managerial",7298,0,45,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,20,"United-States","<=50K"
"Private","Other-service",0,0,40,"Mexico","<=50K"
"Self-emp-not-inc","Exec-managerial",9386,0,59,"United-States",">50K"
"Private","Other-service",0,0,24,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,2377,45,"United-States","<=50K"
"Private","Other-service",0,0,15,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Craft-repair",2407,0,40,"United-States","<=50K"
"Private","Sales",0,0,36,"United-States","<=50K"
"State-gov","Prof-specialty",0,0,50,"United-States","<=50K"
"Private","Other-service",594,0,20,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,25,"United-States","<=50K"
"Self-emp-not-inc","Transport-moving",0,0,72,"United-States","<=50K"
"Private","Exec-managerial",14084,0,50,"United-States",">50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,20,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Transport-moving",7688,0,40,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"Haiti","<=50K"
"State-gov","Prof-specialty",0,0,37,"United-States","<=50K"
"State-gov","Exec-managerial",7688,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,20,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,50,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,38,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States",">50K"
"Local-gov","Prof-specialty",0,0,45,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,40,"United-States",">50K"
"Private","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,18,"United-States","<=50K"
"Local-gov","Adm-clerical",0,0,38,"United-States",">50K"
"Local-gov","Protective-serv",0,0,40,"Portugal","<=50K"
"Self-emp-inc","Exec-managerial",0,0,70,"United-States",">50K"
"Private","Sales",0,0,55,"United-States",">50K"
"Private","Other-service",0,0,42,"United-States","<=50K"
"State-gov","Other-service",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,30,"Germany","<=50K"
"Self-emp-not-inc","Sales",0,0,50,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Farming-fishing",0,0,38,"United-States","<=50K"
"Private","Farming-fishing",0,0,32,"Guatemala","<=50K"
"Private","Craft-repair",0,0,55,"United-States","<=50K"
"Private","Tech-support",0,0,24,"United-States",">50K"
"Private","Sales",0,0,38,"United-States","<=50K"
"Local-gov","Tech-support",0,0,56,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
